word,ipa_toned,clean_text,category,audio_path,duration
ekinyiriri,ekiɲiɾíɾi,(among black Africans) naturally straight hair. ekinyogori1 n. maggot,thing,ekinyiriri.wav,0
ekinyogote,ekiɲogóte,porcupine,thing,ekinyogote.wav,0
ekinyonyi,ekiɲóɲi,bird,thing,ekinyonyi.wav,0
ekinyoobwa,ekiɲóːβwa,groundnut,thing,ekinyoobwa.wav,0
ekinywabwino,ekiɲwaβwíno,blotting paper,thing,ekinywabwino.wav,0
ekinywashande,ekiɲwaʃánde,weaver-bird,thing,ekinywashande.wav,0
ekinywebwa-bakazi,ekiɲweβwa-βakázi,sweet local brew that has not fully fermented,thing,ekinywebwa-bakazi.wav,0
ekipaku,ekipáku,a feeling of pleasure or satisfaction that one gets from doing something well or from owning or being responsible for something excellent that is widely admired,thing,ekipaku.wav,0
ekipampagari,ekipampagáɾi, book cover,thing,ekipampagari.wav,0
ekipampari,ekipampáɾi,wreckage,thing,ekipampari.wav,0
ekipapura,ekipapúɾa,a rough paper used to do rough work,thing,ekipapura.wav,0
ekipimiso,ekipimíso,height or weight,thing,ekipimiso.wav,0
ekipimpiri,ekipimpíɾi,a person who is shorter than a normal human being,thing,ekipimpiri.wav,0
ekipingamiizi,ekipiŋamíːzi,idiot,thing,ekipingamiizi.wav,0
ekipumpuriya,ekipumpuɾíya,a long underwear worn by women of the old generation,thing,ekipumpuriya.wav,0
ekipumpuru,ekipumpúɾu,trypanasomiasis,thing,ekipumpuru.wav,0
ekiraamo,ekiɾáːmo,a will,thing,ekiraamo.wav,0
ekiraare,ekiɾáːɾe,weeds,thing,ekiraare.wav,0
ekiraariko,ekiɾaːɾíko,especially in the community,thing,ekiraariko.wav,0
ekiraaro,ekiɾáːɾo,kraal,thing,ekiraaro.wav,0
ekiraasi,ekiɾáːsi,class,thing,ekiraasi.wav,0
ekiraatwa,ekiɾáːtwa,shoe,thing,ekiraatwa.wav,0
ekiraba,ekiɾáβa,a hairstyle,thing,ekiraba.wav,0
ekirabuko,ekiɾaβúko,to bathe some parts of the body,thing,ekirabuko.wav,0
ekirabyo,ekiɾáβyo,flower,thing,ekirabyo.wav,0
ekiragaano,ekiɾagáːno,covenant,thing,ekiragaano.wav,0
ekiragi,ekiɾági,crazy person,thing,ekiragi.wav,0
ekiragiro,ekiɾagíɾo,a law,thing,ekiragiro.wav,0
ekirago,ekiɾágo,carpet,thing,ekirago.wav,0
ekirahiro,ekiɾahíɾo,oath,thing,ekirahiro.wav,0
ekirahuri,ekiɾahúɾi,glass,thing,ekirahuri.wav,0
ekiramusyo,ekiɾamúsyo,a greeting,thing,ekiramusyo.wav,0
ekirandakwata,ekiɾandakwáta,room or building that is empty,thing,ekirandakwata.wav,0
ekirangi,ekiɾáŋi,a coloured pencil or crayon. I bought colours and found that they are of the same colour,thing,ekirangi.wav,0
ekirango,ekiɾáŋo,notice or advertisement,thing,ekirango.wav,0
ekirare,ekiɾáɾe,vagabond,thing,ekirare.wav,0
ekirari,ekiɾáɾi,trail,thing,ekirari.wav,0
ekirasho,ekiɾáʃo,bow and arrow,thing,ekirasho.wav,0
ekireere,ekiɾéːɾe,dry banana fibres,thing,ekireere.wav,0
ekireju,ekiɾéju,chin,thing,ekireju.wav,0
ekirema,ekiɾéma,a lame person or someone who is disabled,thing,ekirema.wav,0
ekiremba,ekiɾémβa,white patch on the side of the hindquarters of a cow. ekiremu1 n. patch,thing,ekiremba.wav,0
ekirenga,ekiɾéŋa,something that is too much or excessive,thing,ekirenga.wav,0
ekirenga-bazaana,ekiɾeŋa-βazáːna,sunset,thing,ekirenga-bazaana.wav,0
ekirengo,ekiɾéŋo,length or amount of something,thing,ekirengo.wav,0
ekirengye,ekiɾéŋye,hoof,thing,ekirengye.wav,0
ekirenzyo,ekiɾénzyo,idiom,thing,ekirenzyo.wav,0
ekirere,ekiɾéɾe,a gourd which is used for keeping milk,thing,ekirere.wav,0
ekireruzo,ekiɾeɾúzo,a sieve,thing,ekireruzo.wav,0
ekirezi,ekiɾézi,a diastema in the front teeth of the cow,thing,ekirezi.wav,0
ekiribatiro,ekiɾiβatíɾo,footprint,thing,ekiribatiro.wav,0
ekiribiko,ekiɾiβíko,Most feeder roads in villages have potholes,thing,ekiribiko.wav,0
ekiriga,ekiɾíga,property as a result of th e death of the previous owner,thing,ekiriga.wav,0
ekiriiba,ekiɾíːβa,a family constituting of many members,thing,ekiriiba.wav,0
ekiriiranda,ekiɾiːɾánda,a glutton,thing,ekiriiranda.wav,0
ekiriira-ndugu,ekiɾiːɾa-ndúgu,a person who is greedy and eats when he is hiding from others,thing,ekiriira-ndugu.wav,0
ekiriisa,ekiɾíːsa,food nutrients,thing,ekiriisa.wav,0
ekirimba,ekiɾímβa,capturimg or detecting something or someone,thing,ekirimba.wav,0
ekirimi,ekiɾími,flames of fire. To interrupt someone,thing,ekirimi.wav,0
ekirindi,ekiɾíndi,etc that is held when using it. ekiriri ekishamato 38,thing,ekirindi.wav,0
ekiriri,ekiɾíɾi,etc. The day for holy matrimony is saturday,thing,ekiriri.wav,0
ekirofa,ekiɾófa,a dirty or unclean thing,thing,ekirofa.wav,0
ekirogoya,ekiɾogóya,perch,thing,ekirogoya.wav,0
ekiro-kikuru,ekiɾo-kikúɾu,for example Christmas,thing,ekiro-kikuru.wav,0
ekiroko,ekiɾóko,a white patch on the neck of a cow,thing,ekiroko.wav,0
ekiromba,ekiɾómβa,an abnormally big navel,thing,ekiromba.wav,0
ekironda,ekiɾónda,a wound,thing,ekironda.wav,0
ekirondogozi,ekiɾondogózi,a stupid or foolish person,thing,ekirondogozi.wav,0
ekirooro,ekiɾóːɾo,phrase used to express anger or violence,thing,ekirooro.wav,0
ekirooto,ekiɾóːto, a dream,thing,ekirooto.wav,0
ekirorero,ekiɾoɾéɾo,radio or television programme,thing,ekirorero.wav,0
ekirubi,ekiɾúβi,a furnace,thing,ekirubi.wav,0
ekirugu,ekiɾúgu,kraal,thing,ekirugu.wav,0
ekiruguya,ekiɾugúya,an overgrowth,thing,ekiruguya.wav,0
ekiruhuuko,ekiɾuhúːko,a long and deep sigh that shows one is tired and wants to sleep,thing,ekiruhuuko.wav,0
ekirumiko,ekiɾumíko,a cupping device,thing,ekirumiko.wav,0
ekirumira-habiri,ekiɾumiɾa-haβíɾi,a type of non-poisonous snake whose tail resembles its head,thing,ekirumira-habiri.wav,0
ekirundo,ekiɾúndo,books or rabbish,thing,ekirundo.wav,0
ekirunduro,ekiɾundúɾo,a house where hens are confined to prevent them from destroying crops,thing,ekirunduro.wav,0
ekirunga,ekiɾúŋa,a crown,thing,ekirunga.wav,0
ekirungi,ekiɾúŋi,morally right or acceptable,thing,ekirungi.wav,0
ekirungo,ekiɾúŋo,spice,thing,ekirungo.wav,0
ekirurumo,ekiɾuɾúmo,a low-pitched mumbling sound,thing,ekirurumo.wav,0
ekiruuku,ekiɾúːku,glutton,thing,ekiruuku.wav,0
ekirwa,ekíɾwa,island,thing,ekirwa.wav,0
ekirwaire,ekiɾwaíɾe,an unspecified pain ful disease in the abdomen,thing,ekirwaire.wav,0
ekirwaniso,ekiɾwaníso,weapon,thing,ekirwaniso.wav,0
ekiryambeba,ekiɾyamβéβa,a type of rateating snake,thing,ekiryambeba.wav,0
ekisaamunyu,ekisaːmúɲu,a black ant,thing,ekisaamunyu.wav,0
ekisangarana,ekisaŋaɾána,millipede,thing,ekisangarana.wav,0
ekisanguzo,ekisaŋúzo, duster,thing,ekisanguzo.wav,0
ekisasi,ekisási,entrace,thing,ekisasi.wav,0
ekiseereezo,ekiseːɾéːzo,an emitted fat that does not make sound,thing,ekiseereezo.wav,0
ekisegyesi,ekiseɟési,porcupine,thing,ekisegyesi.wav,0
ekiseisa,ekiseísa,the thin inner layer of the dry banana fibre or papyrus reed,thing,ekiseisa.wav,0
ekishaabo,ekiʃáːβo,a big gourd that is used in churning milk,thing,ekishaabo.wav,0
ekishaaru,ekiʃáːɾu,a swamp,thing,ekishaaru.wav,0
ekishaayi,ekiʃáːyi,playground,thing,ekishaayi.wav,0
ekishagiko,ekiʃagíko,ornament,thing,ekishagiko.wav,0
ekishaju,ekiʃáju,fat,thing,ekishaju.wav,0
ekishaka,ekiʃáka,bush,thing,ekishaka.wav,0
ekishamato,ekiʃamáto,handful,thing,ekishamato.wav,0
ekishamba,ekiʃámβa,floating vegetation on water,thing,ekishamba.wav,0
ekishandikiro,ekiʃandikíɾo,a pot used for smoking milk utensils,thing,ekishandikiro.wav,0
ekishankara,ekiʃankáɾa,a dry and light object,thing,ekishankara.wav,0
ekishanku,ekiʃánku,dry cow dung. Bring the dry piece of cow dung and we use it to light fire. ekishansha1 n. a dry banana leaf. ekishansha2 n. stomach,thing,ekishanku.wav,0
ekisharagate,ekiʃaɾagáte,fence,thing,ekisharagate.wav,0
ekisharara,ekiʃaɾáɾa,swamp,thing,ekisharara.wav,0
ekishashara,ekiʃaʃáɾa,honey comb,thing,ekishashara.wav,0
ekishate,ekiʃáte,a piece split from the main mass,thing,ekishate.wav,0
ekishebo,ekiʃéβo,gift,thing,ekishebo.wav,0
ekisheenyi,ekiʃéːɲi,sand bank,thing,ekisheenyi.wav,0
ekisheeshero,ekiʃeːʃéɾo,urinal,thing,ekisheeshero.wav,0
ekishekye,ekiʃéce,"plastic, glass, etc. used for drinking",thing,ekishekye.wav,0
ekishengye,ekiʃéŋye,floor and ceiling and is used for a specific purpose. 3) a wall,thing,ekishengye.wav,0
ekishenshero,ekiʃenʃéɾo,entrance,thing,ekishenshero.wav,0
ekisherebenganyi,ekiʃeɾeβeŋáɲi,a long tail and a hard skin,thing,ekisherebenganyi.wav,0
ekishinjo,ekiʃínjo,rage,thing,ekishinjo.wav,0
ekishobyo,ekiʃóβyo,a mistake,thing,ekishobyo.wav,0
ekishoha,ekiʃóha,which lives near rivers and lakes and eats fish,thing,ekishoha.wav,0
ekishokonkoro,ekiʃokonkóɾo,"seed, matchbox, etc when devoid of contents",thing,ekishokonkoro.wav,0
ekishokozo,ekiʃokózo,comb,thing,ekishokozo.wav,0
ekishoma,ekiʃóma,fresh bean leaves,thing,ekishoma.wav,0
ekishomero,ekiʃoméɾo,remnants of milk or porridge left on the lips,thing,ekishomero.wav,0
ekishonga,ekiʃóŋa,chest pain,thing,ekishonga.wav,0
ekishore,ekiʃóɾe,puppy,thing,ekishore.wav,0
ekishoreko,ekiʃoɾéko,a knot on a rope used for tying cows,thing,ekishoreko.wav,0
ekishorobwa,ekiʃoɾóβwa,or dangling.ORWANKANANKANA,thing,ekishorobwa.wav,0
ekishoronzyo,ekiʃoɾónzyo, poem,thing,ekishoronzyo.wav,0
ekishoroshoro,ekiʃoɾoʃóɾo,navel,thing,ekishoroshoro.wav,0
ekishu,ekíʃu,a round hut,thing,ekishu.wav,0
ekishuba,ekiʃúβa,lie,thing,ekishuba.wav,0
ekishumuuruzo,ekiʃumuːɾúzo,cars,thing,ekishumuuruzo.wav,0
ekishurugu,ekiʃuɾúgu,groundnut husk,thing,ekishurugu.wav,0
ekishushani,ekiʃuʃáni,"painting, image or visual presentation of something on paper, screen or in the mind. ekishutama hamwe ekisyokori 40",thing,ekishushani.wav,0
ekishuuga,ekiʃúːga,a rogue,thing,ekishuuga.wav,0
ekishuusha,ekiʃúːʃa,mass of earth in which ants live. She has met a cobra at the anthill in the middle of their garden. ekishwa2 n. bird,thing,ekishuusha.wav,0
ekishwaga,ekiʃwága,eland,thing,ekishwaga.wav,0
ekishwagara,ekiʃwagáɾa,pod,thing,ekishwagara.wav,0
ekisibiringanyi,ekisiβiɾiŋáɲi,a lizard,thing,ekisibiringanyi.wav,0
ekisibo,ekisíβo, peg rope,thing,ekisibo.wav,0
ekisigaanyima,ekisigaːɲíma,to move backwards while facing the front. ekisigaanyima1 adv.  a shadow of a moving object.  the act of moving while facing the front,thing,ekisigaanyima.wav,0
ekisigaate,ekisigáːte,maize or sorghum stem especially when chewed as one chews sugarcane,thing,ekisigaate.wav,0
ekisigi,ekisígi,an eyelid which protects the eye from dust and other particles that may enter,thing,ekisigi.wav,0
ekisigisiro,ekisigisíɾo,"where porredge is made and kept. My pot is broken, I do not have where to put my porridge",thing,ekisigisiro.wav,0
ekisiibayo,ekisiːβáyo,chasing your enemies when you are fighting and you push them afar,thing,ekisiibayo.wav,0
ekisiikuru,ekisiːkúɾu,ORUHANDUURA,thing,ekisiikuru.wav,0
ekisiizi,ekisíːzi,a big pothole that is usually found in the road when it is raining heavily and it accomodates a lot of water,thing,ekisiizi.wav,0
ekisiku,ekisíku,banana plant stump,thing,ekisiku.wav,0
ekisimba,ekisímβa,huge person or animal,thing,ekisimba.wav,0
ekisimooni,ekisimóːni,coin money,thing,ekisimooni.wav,0
ekisina,ekisína,the stump of a banana plant,thing,ekisina.wav,0
ekisinde,ekisínde,a clod (lump of earth or clay),thing,ekisinde.wav,0
ekisindikwa,ekisindíkwa,a weed plant common in banana plantations,thing,ekisindikwa.wav,0
ekisingiso,ekisiŋíso,a brush used to wash utensils. She made a good brush to wash the milk pots,thing,ekisingiso.wav,0
ekisinsi,ekisínsi,a tree stump,thing,ekisinsi.wav,0
ekisira,ekisíɾa,a penis of a cow,thing,ekisira.wav,0
ekisiraani,ekisiɾáːni,bad luck,thing,ekisiraani.wav,0
ekisire,ekisíɾe,obstinate person,thing,ekisire.wav,0
ekisirika-nkwirwa,ekisiɾika-nkwíɾwa,a weed commonly found in a bean garden,thing,ekisirika-nkwirwa.wav,0
ekisirikiriro,ekisiɾikiɾíɾo,a small part at the end of the garden where they plant or sow the remaining seeds after the whole garden has been finished,thing,ekisirikiriro.wav,0
ekisiriko,ekisiɾíko, a hump in the road caused by erosion or floods .  a pothole,thing,ekisiriko.wav,0
ekisiro,ekisíɾo,fern,thing,ekisiro.wav,0
ekisizi,ekisízi,a plant disease,thing,ekisizi.wav,0
ekisooko,ekisóːko,EKISHOGOTO,thing,ekisooko.wav,0
ekisooni,ekisóːni,gravel soil,thing,ekisooni.wav,0
ekisoroora,ekisoɾóːɾa,aroma produced by cooking food,thing,ekisoroora.wav,0
ekisyarazi,ekisyaɾázi,stagnant water,thing,ekisyarazi.wav,0
ekisyokori,ekisyokóɾi,ekisyori ekiteera-masinde,thing,ekisyokori.wav,0
ekisyori,ekisyóɾi,an angry look,thing,ekisyori.wav,0
ekitaaguka,ekitaːgúka,a torn piece of cloth,thing,ekitaaguka.wav,0
ekitaahiro,ekitaːhíɾo, skirt,thing,ekitaahiro.wav,0
ekitaba,ekitáβa,ditch. We dug a ditch on the side of the garden for water drainage,thing,ekitaba.wav,0
ekitabaraara,ekitaβaɾáːɾa,the guest of honour. Who is going to be the guest of honour at the wedding feast?,thing,ekitabaraara.wav,0
ekitabashwa,ekitaβáʃwa,a suit case. ekitabo1 n. book,thing,ekitabashwa.wav,0
ekitagata,ekitagáta,hot spring,thing,ekitagata.wav,0
ekitaka,ekitáka,a clod,thing,ekitaka.wav,0
ekitakuri,ekitakúɾi,sweet potato,thing,ekitakuri.wav,0
ekitamaazi,ekitamáːzi,unconscious and foolish,thing,ekitamaazi.wav,0
ekitambaara,ekitamβáːɾa, a handkerchief.  a table cloth,thing,ekitambaara.wav,0
ekitambi,ekitámβi,won as a long skirt underneath women's traditional suits,thing,ekitambi.wav,0
ekitambo,ekitámβo,sacrifice,thing,ekitambo.wav,0
ekitanda,ekitánda, bed,thing,ekitanda.wav,0
ekitangaazo,ekitaŋáːzo,binocular,thing,ekitangaazo.wav,0
ekitara,ekitáɾa,granery,thing,ekitara.wav,0
ekitaraariire,ekitaɾaːɾíːɾe,something that happens unexpectedly. It all of a suddern rained,thing,ekitaraariire.wav,0
ekitaraate,ekitaɾáːte,is naughty and hyperactive,thing,ekitaraate.wav,0
ekitarabamba,ekitaɾaβámβa,a pool of water that collects after rain,thing,ekitarabamba.wav,0
ekitashaaya,ekitaʃáːya,ferry,thing,ekitashaaya.wav,0
ekiteba,ekitéβa,a clay water pot,thing,ekiteba.wav,0
ekitebe,ekitéβe,stool,thing,ekitebe.wav,0
ekitebyo,ekitéβyo,speech and thought of the characters. I read the novel 'Abagyenda Bareeba' and it was interesting.  story,thing,ekitebyo.wav,0
ekiteebo,ekitéːβo,rushes or the membrane of papyrus reeds,thing,ekiteebo.wav,0
ekiteega,ekitéːga,heel,thing,ekiteega.wav,0
ekiteehurizi,ekiteːhuɾízi,((v.)) - - a house at the parish headquarters where people gather for meetings and other government functions,thing,ekiteehurizi.wav,0
ekiteekateeko,ekiteːkatéːko,suggestion,thing,ekiteekateeko.wav,0
ekiteeko,ekitéːko,a net for milk pot. They have wooven a good net for milk pot,thing,ekiteeko.wav,0
ekiteera,ekitéːɾa,etc,thing,ekiteera.wav,0
ekiteera-masinde,ekiteːɾa-masínde,solitary locust,thing,ekiteera-masinde.wav,0
ekiteera-njogyera,ekiteːɾa-njoɟéɾa,a young child who is just beginning to walk. My child is now beginning to walk,thing,ekiteera-njogyera.wav,0
ekiteera-nkome,ekiteːɾa-nkóme,a type of bird with greyish feathers,thing,ekiteera-nkome.wav,0
ekiteera-nkumba,ekiteːɾa-nkúmβa,sparrow,thing,ekiteera-nkumba.wav,0
ekiteerateerero,ekiteːɾateːɾéɾo,a dish where ghee that has just been churned is inspected for removal of foreign matter,thing,ekiteerateerero.wav,0
ekiteerero,ekiteːɾéɾo,side of a garden where the weeds are thrown,thing,ekiteerero.wav,0
ekiteero,ekitéːɾo,having several projection for articulation and muscle attachment and a hole through which the spinal cord passes. ekiteete1 n. a basket-like wooven container used for carrying fish. ekiteete2 n. lemon grass,thing,ekiteero.wav,0
ekiteeteeya,ekiteːtéːya,iron sheets are also used for the roof,thing,ekiteeteeya.wav,0
ekiteeteeyi,ekiteːtéːyi,consisting of a one-piece top and a skirt,thing,ekiteeteeyi.wav,0
ekiteetengwa,ekiteːtéŋwa,a type of banana plant with a short stem and bears a large bunch of banana with squeezed clusters,thing,ekiteetengwa.wav,0
ekitega,ekitéga,half full of any substance in a container,thing,ekitega.wav,0
ekiteiso,ekiteíso,suggestion,thing,ekiteiso.wav,0
ekitekyere,ekitecéɾe,yam,thing,ekitekyere.wav,0
ekitema-bakazi,ekitema-βakázi,blunt,thing,ekitema-bakazi.wav,0
ekitembe,ekitémβe,a wild short banana plant with short leaves that bears a small bunch with very small clusters; it is not edible,thing,ekitembe.wav,0
ekiteme,ekitéme,a cleared piece of land,thing,ekiteme.wav,0
ekitendeere,ekitendéːɾe,a large short necked gourd or calabash used for st oring local brew,thing,ekitendeere.wav,0
ekitenga,ekitéŋa,a large woven basket especially for keeping millet before being taken to the grannery,thing,ekitenga.wav,0
ekitengo,ekitéŋo,fever shivering as a sign of getting malaria fever or as a result of very cold temperature,thing,ekitengo.wav,0
ekitengye,ekitéŋye,especially in doing their household work,thing,ekitengye.wav,0
ekitensani,ekitensáni,station,thing,ekitensani.wav,0
ekitenteberera,ekitenteβeɾéɾa,an African bird with a medium tail,thing,ekitenteberera.wav,0
ekitentegyere,ekitenteɟéɾe,a tree that looks like a bar tree with large leaves,thing,ekitentegyere.wav,0
ekitentere,ekitentéɾe,a young grasshopper,thing,ekitentere.wav,0
ekiteta,ekitéta,dumb person,thing,ekiteta.wav,0
ekiti,ekíti,a piece of wood,thing,ekiti.wav,0
ekitigi,ekitígi,a stubborn or big headed person,thing,ekitigi.wav,0
ekitigu,ekitígu,proteins minerals and vitamins,thing,ekitigu.wav,0
ekitiiho,ekitíːho,etc,thing,ekitiiho.wav,0
ekitiinisa,ekitiːnísa,honour,thing,ekitiinisa.wav,0
ekitiinwa,ekitíːnwa,high fame and honour or great achievement,thing,ekitiinwa.wav,0
ekitima,ekitíma,plant core,thing,ekitima.wav,0
ekitimbure,ekitimβúɾe,a situation where two or more people who share something in common influence one another,thing,ekitimbure.wav,0
ekitindiriro,ekitindiɾíɾo,millet drying rack. They have dried millet on the rack. ekitingwa1 n. sexually loose. This girl gives in to sex quickly. ekitingwa2 n. sodomite,thing,ekitindiriro.wav,0
ekitiribiita,ekitiɾiβíːta, thick porridge of millet or sorghum flour.  unfermented cold porridge which is not concentrated,thing,ekitiribiita.wav,0
ekitoga,ekitóga,something young or imature. This sugarcane is imature,thing,ekitoga.wav,0
ekitogi,ekitógi,collar,thing,ekitogi.wav,0
ekitoijo,ekitoíjo,an offering to God. My offering is a hen,thing,ekitoijo.wav,0
ekitojo,ekitójo,thistle,thing,ekitojo.wav,0
ekitokoozi,ekitokóːzi,a speck in the eye. Help me I have a foreign body in the eye,thing,ekitokoozi.wav,0
ekitomi,ekitómi,fist,thing,ekitomi.wav,0
ekitondagira,ekitondagíɾa,blood cake of a cow warmed with butter or meat,thing,ekitondagira.wav,0
ekitondoro,ekitondóɾo,a bird's crop,thing,ekitondoro.wav,0
ekitongaanwa,ekitoŋáːnwa,fruit,thing,ekitongaanwa.wav,0
ekitongo,ekitóŋo,or meat chunks,thing,ekitongo.wav,0
ekitongore,ekitoŋóɾe,a government department,thing,ekitongore.wav,0
ekitongye,ekitóŋye,a lump of food,thing,ekitongye.wav,0
ekitongyerero,ekitoŋyeɾéɾo,chorus,thing,ekitongyerero.wav,0
ekitoogo,ekitóːgo,papyrus swamp,thing,ekitoogo.wav,0
ekitoogoogo,ekitoːgóːgo,OMUFUNGURO,thing,ekitoogoogo.wav,0
ekitookwa,ekitóːkwa,sprout,thing,ekitookwa.wav,0
ekitookye,ekitóːce,a buch of banana,thing,ekitookye.wav,0
ekitoosha,ekitóːʃa,mushroom,thing,ekitoosha.wav,0
ekitore,ekitóɾe,in a lumpsome,thing,ekitore.wav,0
ekitori,ekitóɾi,one of the pieces that make a bar of washing soap,thing,ekitori.wav,0
ekitoro,ekitóɾo,something especailly cattle that has been confiscated in accordance with legal judgement,thing,ekitoro.wav,0
ekitoroogo,ekitoɾóːgo,an animal especially a domestic one that has been born prematurely.  a term used to refer to a person who is considered to be older than his age. I am 18. (said to someone who looks older than his age),thing,ekitoroogo.wav,0
ekitotoima,ekitotoíma,a certain plant plant specie,thing,ekitotoima.wav,0
ekitsibo,ekitsíβo,a tethering rope used to tie goats or cows,thing,ekitsibo.wav,0
ekitsigye,ekitsíɟe,eye blows,thing,ekitsigye.wav,0
ekitsimbarara,ekitsimβaɾáɾa,door frame,thing,ekitsimbarara.wav,0
ekitsintsi,ekitsíntsi,a tree stump,thing,ekitsintsi.wav,0
ekitsintsino,ekitsintsíno,heel,thing,ekitsintsino.wav,0
ekitsyararo,ekitsyaɾáɾo,bumper,thing,ekitsyararo.wav,0
ekitu,ekítu,guest room,thing,ekitu.wav,0
ekituga,ekitúga,typically illegally or dishonestly,thing,ekituga.wav,0
ekitugu,ekitúgu,liver,thing,ekitugu.wav,0
ekituho,ekitúho,stench,thing,ekituho.wav,0
ekitukuru,ekitukúɾu,a type of basket with holes in the sides that is commonly used in harvesting of grains,thing,ekitukuru.wav,0
ekitumba,ekitúmβa,a banana stem,thing,ekitumba.wav,0
ekitumbe,ekitúmβe,a swollen part on the skin that is full of colurless liquid caused by burning or friction,thing,ekitumbe.wav,0
ekitumbisa,ekitumβísa,baking powder,thing,ekitumbisa.wav,0
ekitumbwe,ekitúmβwe,unripe fruit. He ate an unripe guava and he got stomach pain,thing,ekitumbwe.wav,0
ekituna,ekitúna,"and grows freely where it is not wanted, and it bears round thorny fruits",thing,ekituna.wav,0
ekitundama-nibakoza,ekitundama-niβakóza,foolish and dull,thing,ekitundama-nibakoza.wav,0
ekituntumuki,ekituntumúki,a wanderer,thing,ekituntumuki.wav,0
ekituri,ekitúɾi,a penetrating hole in an object,thing,ekituri.wav,0
ekiturirwa,ekituɾíɾwa,porridge,thing,ekiturirwa.wav,0
ekituru,ekitúɾu, an idiot,thing,ekituru.wav,0
ekituruguma,ekituɾugúma,they have hairs and are sleeperly when cooked. ekitutu1 n. a heap of millet,thing,ekituruguma.wav,0
ekituuriizi,ekituːɾíːzi,a dull person who is slow in understanding,thing,ekituuriizi.wav,0
ekituuro,ekitúːɾo,a tomb or grave,thing,ekituuro.wav,0
ekituuti,ekitúːti, a platform,thing,ekituuti.wav,0
ekituzi,ekitúzi,mushroom,thing,ekituzi.wav,0
ekitwaro,ekitwáɾo,a big storage basket,thing,ekitwaro.wav,0
ekityokori,ekityokóɾi,a small bird with a slightly longer tail and with hairly feathers abit raised on the head. it is usually found in bushy banana plantations where there are high chances of getting sweet bananas and other ripe fruits,thing,ekityokori.wav,0
ekiviiko,ekivíːko,an improvised cover especially for the calabash,thing,ekiviiko.wav,0
ekivugye,ekivúɟe,this is a mixture of water and half grown dry millet flour,thing,ekivugye.wav,0
ekivune,ekivúne,meat on the leg between the hip and the knee of an animal or bird,thing,ekivune.wav,0
ekivurugye,ekivuɾúɟe,"peas, etc",thing,ekivurugye.wav,0
ekiyanga,ekiyáŋa,valley,thing,ekiyanga.wav,0
ekiyangwe,ekiyáŋwe,stirling bird,thing,ekiyangwe.wav,0
ekiyanja,ekiyánja,a pond,thing,ekiyanja.wav,0
ekiyengo,ekiyéŋo,a small measuring basket,thing,ekiyengo.wav,0
ekiyenje,ekiyénje,feeding by scavenging,thing,ekiyenje.wav,0
ekiyooro,ekiyóːɾo,abundance,thing,ekiyooro.wav,0
ekiyoyo,ekiyóyo,cormorant,thing,ekiyoyo.wav,0
ekiyungu,ekiyúŋu,kitchen,thing,ekiyungu.wav,0
ekizaagiriro,ekizaːgiɾíɾo,a place where cattle rest from,thing,ekizaagiriro.wav,0
ekizaaniro,ekizaːníɾo,a playground,thing,ekizaaniro.wav,0
ekizaarwa,ekizáːɾwa,an illegitimate child,thing,ekizaarwa.wav,0
ekiziba,ekizíβa,a valley dam or pond,thing,ekiziba.wav,0
ekizibaho,ekiziβáho,a piece of cloth warn over the clothes,thing,ekizibaho.wav,0
ekizibiti,ekiziβíti,exhibit,thing,ekizibiti.wav,0
ekizigira,ekizigíɾa,scar,thing,ekizigira.wav,0
ekiziizi,ekizíːzi,a facial appearance on someone that suggests that you despise others,thing,ekiziizi.wav,0
ekizima,ekizíma,darkness,thing,ekizima.wav,0
ekizinga,ekizíŋa,island,thing,ekizinga.wav,0
ekizino,ekizíno,dance series of movements that match the speed and rythm of music,thing,ekizino.wav,0
ekizoora,ekizóːɾa,full moon,thing,ekizoora.wav,0
ekizorokoma,ekizoɾokóma,wild banana plant,thing,ekizorokoma.wav,0
ekookoro,ekoːkóɾo,cancer,thing,ekookoro.wav,0
ekoomi,ekóːmi,fire place,thing,ekoomi.wav,0
ekoona,ekóːna,corner,thing,ekoona.wav,0
ekufuru,ekufúɾu,we want to lock the house and go,thing,ekufuru.wav,0
ekumbwe,ekúmβwe,fragments of the grass carpet when they have been layed in a place especially in the kitchen after they have become too old or worn out,thing,ekumbwe.wav,0
ekyara,ecáɾa,goat or sheep different from the rest,thing,ekyara.wav,0
ekyashuri,ecaʃúɾi,a bird's nest,thing,ekyashuri.wav,0
ekyasire,ecasíɾe,caused by excessive acid in the stomach juices. ekyata2 n. rascal,thing,ekyasire.wav,0
ekyata-muzinga,ecata-muzíŋa,honey-eating animal,thing,ekyata-muzinga.wav,0
ekyayaaya,ecayáːya,a banana variety which is eaten while roasted,thing,ekyayaaya.wav,0
ekyebumbe,eceβúmβe,usurper,thing,ekyebumbe.wav,0
ekyefeera,eceféːɾa,an animal that has died of natural causes,thing,ekyefeera.wav,0
ekyefubiko,ecefuβíko,jumper,thing,ekyefubiko.wav,0
ekyegamiro,ecegamíɾo,a back of a sofa seat,thing,ekyegamiro.wav,0
ekyegyengye,eceɟéŋye,a frightening person,thing,ekyegyengye.wav,0
ekyegyeso,eceɟéso,a lesson,thing,ekyegyeso.wav,0
ekyehimbagirizo,ecehimβagiɾízo,a walking stick,thing,ekyehimbagirizo.wav,0
